Phone1,Phone2,Count,CosineSimilarity_tamil_word2vec_,ClosestPhone_tamil_word2vec_,MaxSimilarity_tamil_word2vec_,CosineSimilarity_telugu_word2vec_,ClosestPhone_telugu_word2vec_,MaxSimilarity_telugu_word2vec_,CosineSimilarity_hindi_word2vec_,ClosestPhone_hindi_word2vec_,MaxSimilarity_hindi_word2vec_,CosineSimilarity_cmu_word2vec_,ClosestPhone_cmu_word2vec_,MaxSimilarity_cmu_word2vec_
EH,EY,627,0.6100000143051147,OW,0.6800000071525574,0.2199999988079071,AW,0.7699999809265137,0.11999999731779099,AA,0.4000000059604645,0.38999998569488525,AA,0.699999988079071
IY,-,168,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
T,IH,35,0.25,AO,0.5400000214576721,0.2800000011920929,DH,0.6399999856948853,-0.4300000071525574,TH,0.5899999737739563,0.15000000596046448,D,0.3199999928474426
AA,TH,11,-0.15000000596046448,AY,0.5600000023841858,0.2800000011920929,IH,0.3400000035762787,-0.4099999964237213,AH,0.6800000071525574,0.18000000715255737,OW,0.800000011920929
UW,AW,187,0.20999999344348907,AA,0.550000011920929,0.23000000417232513,UH,0.30000001192092896,-0.20000000298023224,AH,0.5400000214576721,-0.1899999976158142,UH,0.4699999988079071
EH,IH,179,-0.07000000029802322,OW,0.6800000071525574,-0.33000001311302185,AW,0.7699999809265137,0.25,AA,0.4000000059604645,0.3499999940395355,AA,0.699999988079071
IY,IH,2044,0.05999999865889549,AY,0.550000011920929,0.2199999988079071,AH,0.5899999737739563,0.12999999523162842,K_HH,0.41999998688697815,0.23999999463558197,OW,0.7300000190734863
D,DH,810,-0.3400000035762787,R,0.4099999964237213,0.019999999552965164,R_IH,0.3700000047683716,0.4699999988079071,M,0.6200000047683716,0.20000000298023224,Z,0.41999998688697815
IY,AH,412,0.49000000953674316,AY,0.550000011920929,0.5899999737739563,AH,0.5899999737739563,0.30000001192092896,K_HH,0.41999998688697815,0.3499999940395355,OW,0.7300000190734863
AH,ER,198,0.0,IY,0.49000000953674316,0.0,IY,0.5899999737739563,0.0,AA,0.6800000071525574,0.5699999928474426,ER,0.5699999928474426
AO,AA,408,-0.05999999865889549,T,0.5400000214576721,-0.14000000059604645,NG,0.44999998807907104,-0.1599999964237213,EY,0.6000000238418579,0.5299999713897705,UH,0.6800000071525574
AA,-,852,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
IY,AY,586,0.550000011920929,AY,0.550000011920929,0.18000000715255737,AH,0.5899999737739563,0.3100000023841858,K_HH,0.41999998688697815,0.33000001311302185,OW,0.7300000190734863
AE,AH,247,-0.12999999523162842,Z,0.44999998807907104,-0.25999999046325684,D,0.33000001311302185,-0.07000000029802322,HH,0.6000000238418579,0.3499999940395355,AW,0.5699999928474426
T,CH,11,0.12999999523162842,AO,0.5400000214576721,0.3499999940395355,DH,0.6399999856948853,0.38999998569488525,TH,0.5899999737739563,0.23000000417232513,D,0.3199999928474426
SH,T,6,0.47999998927116394,R,0.6200000047683716,0.3700000047683716,Y,0.8700000047683716,0.4699999988079071,S,0.550000011920929,0.30000001192092896,ZH,0.6899999976158142
Z,S,66,0.25999999046325684,G,0.7699999809265137,0.10000000149011612,G_HH,0.699999988079071,0.05999999865889549,ZH,0.5199999809265137,-0.029999999329447746,D,0.41999998688697815
EH,AH,748,-0.09000000357627869,OW,0.6800000071525574,0.05000000074505806,AW,0.7699999809265137,0.3199999928474426,AA,0.4000000059604645,0.10999999940395355,AA,0.699999988079071
S,Z,475,0.25999999046325684,IH,0.5699999928474426,0.10000000149011612,NG,0.5299999713897705,0.05999999865889549,SH,0.550000011920929,-0.029999999329447746,M,0.4000000059604645
D,IH,21,0.05000000074505806,R,0.4099999964237213,-0.11999999731779099,R_IH,0.3700000047683716,-0.25,M,0.6200000047683716,-0.2800000011920929,Z,0.41999998688697815
-,D,53,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
SH,S,14,0.10000000149011612,R,0.6200000047683716,0.30000001192092896,Y,0.8700000047683716,0.550000011920929,S,0.550000011920929,0.20999999344348907,ZH,0.6899999976158142
D,-,229,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
ZH,JH,185,0.0,R,0.46000000834465027,0.0,CH,0.9100000262260437,0.0,Z,0.5199999809265137,0.49000000953674316,SH,0.6899999976158142
AO,-,101,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
Y,OY,17,0.0,UX,0.36000001430511475,0.0,SH,0.8700000047683716,0.0,B_HH,0.5699999928474426,-0.029999999329447746,ZH,0.36000001430511475
K,-,14,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
R,-,83,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
T,-,246,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
AH,-,685,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
R,ER,794,0.0,SH,0.6200000047683716,0.0,Y,0.6800000071525574,0.0,N,0.47999998927116394,0.3700000047683716,L,0.5099999904632568
D,T,77,0.28999999165534973,R,0.4099999964237213,0.07000000029802322,R_IH,0.3700000047683716,0.33000001311302185,M,0.6200000047683716,0.3199999928474426,Z,0.41999998688697815
UW,UH,154,0.38999998569488525,AA,0.550000011920929,0.30000001192092896,UH,0.30000001192092896,0.47999998927116394,AH,0.5400000214576721,0.4699999988079071,UH,0.4699999988079071
AO,AH,291,-0.3799999952316284,T,0.5400000214576721,-0.3799999952316284,NG,0.44999998807907104,-0.11999999731779099,EY,0.6000000238418579,-0.10999999940395355,UH,0.6800000071525574
IY,ER,3,0.0,AY,0.550000011920929,0.0,AH,0.5899999737739563,0.0,K_HH,0.41999998688697815,0.33000001311302185,OW,0.7300000190734863
AH,AA,106,0.4300000071525574,IY,0.49000000953674316,0.15000000596046448,IY,0.5899999737739563,0.6800000071525574,AA,0.6800000071525574,0.20999999344348907,ER,0.5699999928474426
