Phone1,Phone2,Count,CosineSimilarity_tamil_word2vec_,ClosestPhone_tamil_word2vec_,MaxSimilarity_tamil_word2vec_,CosineSimilarity_telugu_word2vec_,ClosestPhone_telugu_word2vec_,MaxSimilarity_telugu_word2vec_,CosineSimilarity_hindi_word2vec_,ClosestPhone_hindi_word2vec_,MaxSimilarity_hindi_word2vec_,CosineSimilarity_cmu_word2vec_,ClosestPhone_cmu_word2vec_,MaxSimilarity_cmu_word2vec_
T,CH,16,0.36000001430511475,UH,0.4699999988079071,0.30000001192092896,DH,0.6499999761581421,0.3400000035762787,K,0.6800000071525574,0.5899999737739563,D,0.75
SH,IH,8,-0.09000000357627869,F,0.5799999833106995,0.46000000834465027,Y,0.8500000238418579,-0.25999999046325684,S,0.5699999928474426,0.019999999552965164,ZH,0.6899999976158142
IY,L,8,-0.17000000178813934,DH,0.49000000953674316,-0.2199999988079071,AH,0.5299999713897705,-0.3100000023841858,AH,0.3700000047683716,-0.05000000074505806,B,0.6100000143051147
L,D,7,0.28999999165534973,M,0.44999998807907104,0.18000000715255737,P,0.5,0.4399999976158142,N,0.5799999833106995,0.2800000011920929,N,0.6600000262260437
EH,AH,752,-0.12999999523162842,OW,0.7099999785423279,0.12999999523162842,AW,0.7900000214576721,-0.5299999713897705,N,0.3100000023841858,-0.05000000074505806,AA,0.47999998927116394
UW,UH,194,0.30000001192092896,AH,0.5099999904632568,0.25,AE,0.3499999940395355,0.5299999713897705,AH,0.5699999928474426,0.5799999833106995,UH,0.5799999833106995
AO,-,107,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
EH,OY,54,0.0,OW,0.7099999785423279,0.0,AW,0.7900000214576721,0.0,N,0.3100000023841858,0.09000000357627869,AA,0.47999998927116394
EH,IH,206,-0.10000000149011612,OW,0.7099999785423279,-0.3100000023841858,AW,0.7900000214576721,-0.3199999928474426,N,0.3100000023841858,0.17000000178813934,AA,0.47999998927116394
AH,-,648,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
R,ER,773,0.0,ZH,0.5099999904632568,0.0,Y,0.6499999761581421,0.0,N,0.49000000953674316,0.44999998807907104,L,0.5799999833106995
EH,-,143,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
D,-,242,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
ZH,EY,5,0.07999999821186066,R,0.5099999904632568,-0.11999999731779099,CH,0.9100000262260437,0.03999999910593033,L,0.44999998807907104,0.14000000059604645,JH,0.7900000214576721
