Phone1,Phone2,Count,CosineSimilarity_tamil_word2vec_,ClosestPhone_tamil_word2vec_,MaxSimilarity_tamil_word2vec_,CosineSimilarity_telugu_word2vec_,ClosestPhone_telugu_word2vec_,MaxSimilarity_telugu_word2vec_,CosineSimilarity_hindi_word2vec_,ClosestPhone_hindi_word2vec_,MaxSimilarity_hindi_word2vec_,CosineSimilarity_cmu_word2vec_,ClosestPhone_cmu_word2vec_,MaxSimilarity_cmu_word2vec_
EH,EY,627,0.699999988079071,OW,0.75,0.3499999940395355,AW,0.8199999928474426,-0.30000001192092896,N,0.5600000023841858,0.1599999964237213,AO,0.49000000953674316
IY,-,168,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
T,IH,35,0.14000000059604645,B,0.4300000071525574,0.14000000059604645,HH,0.5799999833106995,-0.2199999988079071,K,0.7599999904632568,0.20000000298023224,D,0.8100000023841858
AA,TH,11,-0.009999999776482582,AY,0.6600000262260437,-0.009999999776482582,AH,0.5400000214576721,-0.18000000715255737,AH,0.6499999761581421,0.1899999976158142,OW,0.6700000166893005
UW,AW,187,0.28999999165534973,IY,0.5899999737739563,0.3400000035762787,OW,0.46000000834465027,-0.25,UX,0.6100000143051147,-0.27000001072883606,UH,0.5600000023841858
EH,IH,179,-0.029999999329447746,OW,0.75,-0.10000000149011612,AW,0.8199999928474426,0.10999999940395355,N,0.5600000023841858,-0.15000000596046448,AO,0.49000000953674316
IY,IH,2044,0.10000000149011612,AH,0.699999988079071,0.4399999976158142,AH,0.6800000071525574,0.4399999976158142,AA,0.49000000953674316,0.20999999344348907,OW,0.75
D,DH,810,-0.03999999910593033,Y,0.5099999904632568,-0.23000000417232513,UX,0.44999998807907104,0.6600000262260437,DH,0.6600000262260437,0.5799999833106995,T,0.8100000023841858
IY,AH,412,0.699999988079071,AH,0.699999988079071,0.6800000071525574,AH,0.6800000071525574,0.47999998927116394,AA,0.49000000953674316,0.09000000357627869,OW,0.75
AH,ER,198,0.0,IY,0.699999988079071,0.0,IY,0.6800000071525574,0.0,AA,0.6499999761581421,0.3199999928474426,IH,0.4000000059604645
AO,AA,408,-0.49000000953674316,CH,0.46000000834465027,0.5199999809265137,AA,0.5199999809265137,0.009999999776482582,OW,0.5199999809265137,0.4399999976158142,EH,0.49000000953674316
AA,-,852,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
IY,AY,586,0.6000000238418579,AH,0.699999988079071,0.009999999776482582,AH,0.6800000071525574,0.3700000047683716,AA,0.49000000953674316,0.28999999165534973,OW,0.75
AE,AH,247,0.1899999976158142,TH,0.36000001430511475,-0.4699999988079071,K_HH,0.3199999928474426,0.03999999910593033,HH,0.5400000214576721,0.17000000178813934,EH,0.38999998569488525
T,CH,11,0.1599999964237213,B,0.4300000071525574,0.38999998569488525,HH,0.5799999833106995,0.18000000715255737,K,0.7599999904632568,0.5799999833106995,D,0.8100000023841858
