Phone1,Phone2,Count,CosineSimilarity_tamil_word2vec_,ClosestPhone_tamil_word2vec_,MaxSimilarity_tamil_word2vec_,CosineSimilarity_telugu_word2vec_,ClosestPhone_telugu_word2vec_,MaxSimilarity_telugu_word2vec_,CosineSimilarity_hindi_word2vec_,ClosestPhone_hindi_word2vec_,MaxSimilarity_hindi_word2vec_,CosineSimilarity_cmu_word2vec_,ClosestPhone_cmu_word2vec_,MaxSimilarity_cmu_word2vec_
AO,AA,541,0.4699999988079071,L,0.49000000953674316,0.4699999988079071,L,0.49000000953674316,0.4699999988079071,L,0.49000000953674316,0.3100000023841858,UH,0.4300000071525574
EH,EY,848,0.019999999552965164,AE,0.3199999928474426,0.019999999552965164,AE,0.3199999928474426,0.019999999552965164,AE,0.3199999928474426,0.25999999046325684,AA,0.699999988079071
-,T,48,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
AA,-,1112,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
Y,AY,39,0.10000000149011612,Z,0.4000000059604645,0.10000000149011612,Z,0.4000000059604645,0.10000000149011612,Z,0.4000000059604645,0.05000000074505806,ZH,0.6000000238418579
IY,AH,492,-0.33000001311302185,G,0.5400000214576721,-0.33000001311302185,G,0.5400000214576721,-0.33000001311302185,G,0.5400000214576721,0.33000001311302185,OW,0.6700000166893005
IY,IH,2639,0.03999999910593033,G,0.5400000214576721,0.03999999910593033,G,0.5400000214576721,0.03999999910593033,G,0.5400000214576721,0.12999999523162842,OW,0.6700000166893005
IY,AY,689,0.1599999964237213,G,0.5400000214576721,0.1599999964237213,G,0.5400000214576721,0.1599999964237213,G,0.5400000214576721,0.019999999552965164,OW,0.6700000166893005
D,T,116,0.0,G_HH,0.3400000035762787,0.0,G_HH,0.3400000035762787,0.0,G_HH,0.3400000035762787,0.6100000143051147,Z,0.6200000047683716
T,-,385,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
SH,CH,237,-0.4099999964237213,M,0.36000001430511475,-0.4099999964237213,M,0.36000001430511475,-0.4099999964237213,M,0.36000001430511475,0.550000011920929,ZH,0.7099999785423279
AH,R,29,0.05999999865889549,AE,0.5199999809265137,0.05999999865889549,AE,0.5199999809265137,0.05999999865889549,AE,0.5199999809265137,0.20000000298023224,OW,0.5
AH,-,902,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
R,ER,1019,0.0,B_HH,0.46000000834465027,0.0,B_HH,0.46000000834465027,0.0,B_HH,0.46000000834465027,0.5099999904632568,L,0.6899999976158142
OW,UH,17,0.15000000596046448,V,0.5600000023841858,0.15000000596046448,V,0.5600000023841858,0.15000000596046448,V,0.5600000023841858,0.07000000029802322,IY,0.6700000166893005
EH,IH,224,0.009999999776482582,AE,0.3199999928474426,0.009999999776482582,AE,0.3199999928474426,0.009999999776482582,AE,0.3199999928474426,0.14000000059604645,AA,0.699999988079071
S,-,43,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
OW,-,29,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
N,-,38,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
IY,-,305,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0
T,IH,43,0.4099999964237213,W,0.4300000071525574,0.4099999964237213,W,0.4300000071525574,0.4099999964237213,W,0.4300000071525574,0.1599999964237213,TH,0.699999988079071
D,DH,1095,-0.2800000011920929,G_HH,0.3400000035762787,-0.2800000011920929,G_HH,0.3400000035762787,-0.2800000011920929,G_HH,0.3400000035762787,0.4000000059604645,Z,0.6200000047683716
AA,AY,45,0.4099999964237213,AO,0.4699999988079071,0.4099999964237213,AO,0.4699999988079071,0.4099999964237213,AO,0.4699999988079071,-0.3700000047683716,EH,0.699999988079071
Y,AH,2,0.1899999976158142,Z,0.4000000059604645,0.1899999976158142,Z,0.4000000059604645,0.1899999976158142,Z,0.4000000059604645,0.25999999046325684,ZH,0.6000000238418579
AH,IH,65,-0.41999998688697815,AE,0.5199999809265137,-0.41999998688697815,AE,0.5199999809265137,-0.41999998688697815,AE,0.5199999809265137,0.38999998569488525,OW,0.5
OW,AO,124,-0.009999999776482582,V,0.5600000023841858,-0.009999999776482582,V,0.5600000023841858,-0.009999999776482582,V,0.5600000023841858,-0.09000000357627869,IY,0.6700000166893005
IY,EH,30,-0.03999999910593033,G,0.5400000214576721,-0.03999999910593033,G,0.5400000214576721,-0.03999999910593033,G,0.5400000214576721,0.4300000071525574,OW,0.6700000166893005
